feature,importance,fold
MAX(previous_application.SELLERPLACE_AREA),0,1
MAX(previous_application.CNT_PAYMENT),0,1
MAX(previous_application.DAYS_FIRST_DRAWING),0,1
MAX(previous_application.DAYS_FIRST_DUE),0,1
MAX(previous_application.DAYS_LAST_DUE_1ST_VERSION),0,1
MAX(previous_application.DAYS_LAST_DUE),0,1
MAX(previous_application.DAYS_TERMINATION),0,1
MAX(previous_application.NFLAG_INSURED_ON_APPROVAL),0,1
MAX(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),0,1
MAX(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),0,1
MAX(previous_application.POS_MONTHS_BALANCE_SIZE),0,1
MAX(previous_application.CREDIT_MONTHS_BALANCE_SIZE),0,1
MIN(previous_application.AMT_ANNUITY),0,1
MIN(previous_application.AMT_APPLICATION),0,1
MIN(previous_application.AMT_CREDIT),0,1
MIN(previous_application.AMT_DOWN_PAYMENT),0,1
MIN(previous_application.AMT_GOODS_PRICE),0,1
MIN(previous_application.HOUR_APPR_PROCESS_START),0,1
MIN(previous_application.NFLAG_LAST_APPL_IN_DAY),0,1
MIN(previous_application.RATE_DOWN_PAYMENT),0,1
MIN(previous_application.RATE_INTEREST_PRIMARY),0,1
MIN(previous_application.RATE_INTEREST_PRIVILEGED),0,1
MIN(previous_application.DAYS_DECISION),0,1
MIN(previous_application.SELLERPLACE_AREA),0,1
MIN(previous_application.CNT_PAYMENT),0,1
MIN(previous_application.DAYS_FIRST_DRAWING),0,1
MIN(previous_application.DAYS_FIRST_DUE),0,1
MIN(previous_application.DAYS_LAST_DUE_1ST_VERSION),0,1
MIN(previous_application.DAYS_LAST_DUE),1,1
MIN(previous_application.DAYS_TERMINATION),0,1
MIN(previous_application.NFLAG_INSURED_ON_APPROVAL),0,1
MIN(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),0,1
MIN(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),0,1
MIN(previous_application.POS_MONTHS_BALANCE_SIZE),0,1
MIN(previous_application.CREDIT_MONTHS_BALANCE_SIZE),0,1
MEDIAN(previous_application.AMT_ANNUITY),0,1
MEDIAN(previous_application.AMT_APPLICATION),0,1
MEDIAN(previous_application.AMT_CREDIT),0,1
MEDIAN(previous_application.AMT_DOWN_PAYMENT),0,1
MEDIAN(previous_application.AMT_GOODS_PRICE),0,1
MEDIAN(previous_application.HOUR_APPR_PROCESS_START),0,1
MEDIAN(previous_application.NFLAG_LAST_APPL_IN_DAY),0,1
MEDIAN(previous_application.RATE_DOWN_PAYMENT),0,1
MEDIAN(previous_application.RATE_INTEREST_PRIMARY),0,1
MEDIAN(previous_application.RATE_INTEREST_PRIVILEGED),0,1
MEDIAN(previous_application.DAYS_DECISION),0,1
MEDIAN(previous_application.SELLERPLACE_AREA),0,1
MEDIAN(previous_application.CNT_PAYMENT),0,1
MEDIAN(previous_application.DAYS_FIRST_DRAWING),0,1
MEDIAN(previous_application.DAYS_FIRST_DUE),0,1
MEDIAN(previous_application.DAYS_LAST_DUE_1ST_VERSION),0,1
MEDIAN(previous_application.DAYS_LAST_DUE),0,1
MEDIAN(previous_application.DAYS_TERMINATION),0,1
MEDIAN(previous_application.NFLAG_INSURED_ON_APPROVAL),0,1
MEDIAN(previous_application.NEW_AMT_APPLICATION_DIVIDE_AMT_CREDIT),0,1
MEDIAN(previous_application.NEW_AMT_DOWN_PAYMENT_DIVIDE_AMT_CREDIT),0,1
MEDIAN(previous_application.POS_MONTHS_BALANCE_SIZE),0,1
MEDIAN(previous_application.CREDIT_MONTHS_BALANCE_SIZE),0,1
COUNT(previous_application),0,1
NUM_UNIQUE(previous_application.NAME_CONTRACT_TYPE),0,1
NUM_UNIQUE(previous_application.WEEKDAY_APPR_PROCESS_START),0,1
NUM_UNIQUE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0,1
NUM_UNIQUE(previous_application.NAME_CASH_LOAN_PURPOSE),0,1
NUM_UNIQUE(previous_application.NAME_CONTRACT_STATUS),0,1
NUM_UNIQUE(previous_application.NAME_PAYMENT_TYPE),0,1
NUM_UNIQUE(previous_application.CODE_REJECT_REASON),0,1
NUM_UNIQUE(previous_application.NAME_TYPE_SUITE),0,1
NUM_UNIQUE(previous_application.NAME_CLIENT_TYPE),0,1
NUM_UNIQUE(previous_application.NAME_GOODS_CATEGORY),0,1
NUM_UNIQUE(previous_application.NAME_PORTFOLIO),0,1
NUM_UNIQUE(previous_application.NAME_PRODUCT_TYPE),0,1
NUM_UNIQUE(previous_application.CHANNEL_TYPE),0,1
NUM_UNIQUE(previous_application.NAME_SELLER_INDUSTRY),0,1
NUM_UNIQUE(previous_application.NAME_YIELD_GROUP),0,1
NUM_UNIQUE(previous_application.PRODUCT_COMBINATION),0,1
MODE(previous_application.NAME_CONTRACT_TYPE),0,1
MODE(previous_application.WEEKDAY_APPR_PROCESS_START),0,1
MODE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0,1
MODE(previous_application.NAME_CASH_LOAN_PURPOSE),0,1
MODE(previous_application.NAME_CONTRACT_STATUS),0,1
MODE(previous_application.NAME_PAYMENT_TYPE),0,1
MODE(previous_application.CODE_REJECT_REASON),0,1
MODE(previous_application.NAME_TYPE_SUITE),0,1
MODE(previous_application.NAME_CLIENT_TYPE),0,1
MODE(previous_application.NAME_GOODS_CATEGORY),0,1
MODE(previous_application.NAME_PORTFOLIO),0,1
MODE(previous_application.NAME_PRODUCT_TYPE),0,1
MODE(previous_application.CHANNEL_TYPE),0,1
MODE(previous_application.NAME_SELLER_INDUSTRY),0,1
MODE(previous_application.NAME_YIELD_GROUP),0,1
MODE(previous_application.PRODUCT_COMBINATION),0,1
SUM(bureau.DAYS_CREDIT),0,1
SUM(bureau.CREDIT_DAY_OVERDUE),0,1
SUM(bureau.DAYS_CREDIT_ENDDATE),1,1
SUM(bureau.DAYS_ENDDATE_FACT),0,1
SUM(bureau.AMT_CREDIT_MAX_OVERDUE),0,1
SUM(bureau.CNT_CREDIT_PROLONG),0,1
SUM(bureau.AMT_CREDIT_SUM),0,1
SUM(bureau.AMT_CREDIT_SUM_DEBT),0,1
SUM(bureau.AMT_CREDIT_SUM_LIMIT),0,1
SUM(bureau.AMT_CREDIT_SUM_OVERDUE),0,1
SUM(bureau.DAYS_CREDIT_UPDATE),0,1
SUM(bureau.AMT_ANNUITY),0,1
SUM(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),2,1
SUM(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,1
SUM(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,1
SUM(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,1
SUM(bureau.MONTHS_BALANCE_SIZE),0,1
STD(bureau.DAYS_CREDIT),0,1
STD(bureau.CREDIT_DAY_OVERDUE),0,1
STD(bureau.DAYS_CREDIT_ENDDATE),0,1
STD(bureau.DAYS_ENDDATE_FACT),0,1
STD(bureau.AMT_CREDIT_MAX_OVERDUE),0,1
STD(bureau.CNT_CREDIT_PROLONG),0,1
STD(bureau.AMT_CREDIT_SUM),0,1
STD(bureau.AMT_CREDIT_SUM_DEBT),0,1
STD(bureau.AMT_CREDIT_SUM_LIMIT),0,1
STD(bureau.AMT_CREDIT_SUM_OVERDUE),0,1
STD(bureau.DAYS_CREDIT_UPDATE),0,1
STD(bureau.AMT_ANNUITY),0,1
STD(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),0,1
STD(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,1
STD(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,1
STD(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,1
STD(bureau.MONTHS_BALANCE_SIZE),0,1
MAX(bureau.DAYS_CREDIT),0,1
MAX(bureau.CREDIT_DAY_OVERDUE),0,1
MAX(bureau.DAYS_CREDIT_ENDDATE),0,1
MAX(bureau.DAYS_ENDDATE_FACT),1,1
MAX(bureau.AMT_CREDIT_MAX_OVERDUE),0,1
MAX(bureau.CNT_CREDIT_PROLONG),0,1
MAX(bureau.AMT_CREDIT_SUM),1,1
MAX(bureau.AMT_CREDIT_SUM_DEBT),0,1
MAX(bureau.AMT_CREDIT_SUM_LIMIT),0,1
MAX(bureau.AMT_CREDIT_SUM_OVERDUE),0,1
MAX(bureau.DAYS_CREDIT_UPDATE),0,1
MAX(bureau.AMT_ANNUITY),0,1
MAX(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),0,1
MAX(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,1
MAX(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,1
MAX(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,1
MAX(bureau.MONTHS_BALANCE_SIZE),0,1
MIN(bureau.DAYS_CREDIT),0,1
MIN(bureau.CREDIT_DAY_OVERDUE),0,1
MIN(bureau.DAYS_CREDIT_ENDDATE),0,1
MIN(bureau.DAYS_ENDDATE_FACT),0,1
MIN(bureau.AMT_CREDIT_MAX_OVERDUE),0,1
MIN(bureau.CNT_CREDIT_PROLONG),0,1
MIN(bureau.AMT_CREDIT_SUM),0,1
MIN(bureau.AMT_CREDIT_SUM_DEBT),0,1
MIN(bureau.AMT_CREDIT_SUM_LIMIT),0,1
MIN(bureau.AMT_CREDIT_SUM_OVERDUE),0,1
MIN(bureau.DAYS_CREDIT_UPDATE),0,1
MIN(bureau.AMT_ANNUITY),0,1
MIN(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),0,1
MIN(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,1
MIN(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,1
MIN(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,1
MIN(bureau.MONTHS_BALANCE_SIZE),0,1
MEDIAN(bureau.DAYS_CREDIT),0,1
MEDIAN(bureau.CREDIT_DAY_OVERDUE),0,1
MEDIAN(bureau.DAYS_CREDIT_ENDDATE),1,1
MEDIAN(bureau.DAYS_ENDDATE_FACT),0,1
MEDIAN(bureau.AMT_CREDIT_MAX_OVERDUE),0,1
MEDIAN(bureau.CNT_CREDIT_PROLONG),0,1
MEDIAN(bureau.AMT_CREDIT_SUM),0,1
MEDIAN(bureau.AMT_CREDIT_SUM_DEBT),0,1
MEDIAN(bureau.AMT_CREDIT_SUM_LIMIT),0,1
MEDIAN(bureau.AMT_CREDIT_SUM_OVERDUE),0,1
MEDIAN(bureau.DAYS_CREDIT_UPDATE),0,1
MEDIAN(bureau.AMT_ANNUITY),0,1
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_DEBT_DIVIDE_AMT_CREDIT_SUM),0,1
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_LIMIT_DIVIDE_AMT_CREDIT_SUM),0,1
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM_DEBT),0,1
MEDIAN(bureau.NEW_AMT_CREDIT_SUM_OVERDUE_DIVIDE_AMT_CREDIT_SUM),0,1
MEDIAN(bureau.MONTHS_BALANCE_SIZE),0,1
COUNT(bureau),0,1
NUM_UNIQUE(bureau.CREDIT_ACTIVE),0,1
NUM_UNIQUE(bureau.CREDIT_CURRENCY),0,1
NUM_UNIQUE(bureau.CREDIT_TYPE),0,1
MODE(bureau.CREDIT_ACTIVE),0,1
MODE(bureau.CREDIT_CURRENCY),0,1
MODE(bureau.CREDIT_TYPE),0,1
SUM(pos_cash_balance.SK_ID_CURR),0,1
SUM(pos_cash_balance.CNT_INSTALMENT),0,1
SUM(pos_cash_balance.CNT_INSTALMENT_FUTURE),0,1
SUM(pos_cash_balance.SK_DPD),0,1
SUM(pos_cash_balance.SK_DPD_DEF),0,1
STD(pos_cash_balance.SK_ID_CURR),0,1
STD(pos_cash_balance.CNT_INSTALMENT),0,1
STD(pos_cash_balance.CNT_INSTALMENT_FUTURE),0,1
STD(pos_cash_balance.SK_DPD),0,1
STD(pos_cash_balance.SK_DPD_DEF),0,1
MAX(pos_cash_balance.SK_ID_CURR),0,1
MAX(pos_cash_balance.CNT_INSTALMENT),0,1
MAX(pos_cash_balance.CNT_INSTALMENT_FUTURE),0,1
MAX(pos_cash_balance.SK_DPD),0,1
MAX(pos_cash_balance.SK_DPD_DEF),0,1
MIN(pos_cash_balance.SK_ID_CURR),0,1
MIN(pos_cash_balance.CNT_INSTALMENT),0,1
MIN(pos_cash_balance.CNT_INSTALMENT_FUTURE),0,1
MIN(pos_cash_balance.SK_DPD),0,1
MIN(pos_cash_balance.SK_DPD_DEF),0,1
MEDIAN(pos_cash_balance.SK_ID_CURR),0,1
MEDIAN(pos_cash_balance.CNT_INSTALMENT),0,1
MEDIAN(pos_cash_balance.CNT_INSTALMENT_FUTURE),0,1
MEDIAN(pos_cash_balance.SK_DPD),0,1
MEDIAN(pos_cash_balance.SK_DPD_DEF),0,1
COUNT(pos_cash_balance),0,1
NUM_UNIQUE(pos_cash_balance.NAME_CONTRACT_STATUS),0,1
MODE(pos_cash_balance.NAME_CONTRACT_STATUS),0,1
SUM(credit_card_balance.SK_ID_CURR),0,1
SUM(credit_card_balance.AMT_BALANCE),0,1
SUM(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0,1
SUM(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0,1
SUM(credit_card_balance.AMT_DRAWINGS_CURRENT),0,1
SUM(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,1
SUM(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0,1
SUM(credit_card_balance.AMT_INST_MIN_REGULARITY),0,1
SUM(credit_card_balance.AMT_PAYMENT_CURRENT),0,1
SUM(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0,1
SUM(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0,1
SUM(credit_card_balance.AMT_RECIVABLE),0,1
SUM(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,1
SUM(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0,1
SUM(credit_card_balance.CNT_DRAWINGS_CURRENT),0,1
SUM(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,1
SUM(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0,1
SUM(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,1
SUM(credit_card_balance.SK_DPD),0,1
SUM(credit_card_balance.SK_DPD_DEF),0,1
SUM(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),0,1
STD(credit_card_balance.SK_ID_CURR),0,1
STD(credit_card_balance.AMT_BALANCE),0,1
STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0,1
STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0,1
STD(credit_card_balance.AMT_DRAWINGS_CURRENT),0,1
STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,1
STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0,1
STD(credit_card_balance.AMT_INST_MIN_REGULARITY),0,1
STD(credit_card_balance.AMT_PAYMENT_CURRENT),0,1
STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0,1
STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0,1
STD(credit_card_balance.AMT_RECIVABLE),0,1
STD(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,1
STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0,1
STD(credit_card_balance.CNT_DRAWINGS_CURRENT),0,1
STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,1
STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),1,1
STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,1
STD(credit_card_balance.SK_DPD),0,1
STD(credit_card_balance.SK_DPD_DEF),0,1
STD(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),0,1
MAX(credit_card_balance.SK_ID_CURR),0,1
MAX(credit_card_balance.AMT_BALANCE),0,1
MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0,1
MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0,1
MAX(credit_card_balance.AMT_DRAWINGS_CURRENT),0,1
MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,1
MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0,1
MAX(credit_card_balance.AMT_INST_MIN_REGULARITY),0,1
MAX(credit_card_balance.AMT_PAYMENT_CURRENT),0,1
MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0,1
MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0,1
MAX(credit_card_balance.AMT_RECIVABLE),0,1
MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,1
MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0,1
MAX(credit_card_balance.CNT_DRAWINGS_CURRENT),0,1
MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,1
MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0,1
MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0,1
MAX(credit_card_balance.SK_DPD),0,1
MAX(credit_card_balance.SK_DPD_DEF),0,1
MAX(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),0,1
MIN(credit_card_balance.SK_ID_CURR),0,1
MIN(credit_card_balance.AMT_BALANCE),0,1
MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0,1
MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0,1
MIN(credit_card_balance.AMT_DRAWINGS_CURRENT),0,1
MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0,1
MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0,1
MIN(credit_card_balance.AMT_INST_MIN_REGULARITY),0,1
